respID,qID,altID,obsID,profileID,price,trip_time,wait_time,shared_ride,human_present
90,4,5,716,99,7,30,7,no,no
90,5,1,717,79,3,30,9,yes,no
90,5,2,717,75,7,20,9,yes,no
90,5,3,717,6,7,25,5,yes,yes
90,5,4,717,64,3,20,7,yes,no
90,5,5,717,107,5,30,9,no,no
90,6,1,718,26,5,30,9,yes,yes
90,6,2,718,27,7,30,9,yes,yes
90,6,3,718,44,5,30,7,no,yes
90,6,4,718,5,5,25,5,yes,yes
90,6,5,718,78,7,25,9,yes,no
90,7,1,719,9,7,30,5,yes,yes
90,7,2,719,52,3,30,9,no,yes
90,7,3,719,65,5,20,7,yes,no
90,7,4,719,77,5,25,9,yes,no
90,7,5,719,23,5,25,9,yes,yes
90,8,1,720,71,5,30,7,yes,no
90,8,2,720,53,5,30,9,no,yes
90,8,3,720,85,3,25,5,no,no
90,8,4,720,22,3,25,9,yes,yes
90,8,5,720,66,7,20,7,yes,no
91,1,1,721,65,5,20,7,yes,no
91,1,2,721,107,5,30,9,no,no
91,1,3,721,21,7,20,9,yes,yes
91,1,4,721,31,3,25,5,no,yes
91,1,5,721,99,7,30,7,no,no
91,2,1,722,5,5,25,5,yes,yes
91,2,2,722,38,5,20,7,no,yes
91,2,3,722,20,5,20,9,yes,yes
91,2,4,722,51,7,25,9,no,yes
91,2,5,722,39,7,20,7,no,yes
91,3,1,723,76,3,25,9,yes,no
91,3,2,723,84,7,20,5,no,no
91,3,3,723,34,3,30,5,no,yes
91,3,4,723,26,5,30,9,yes,yes
91,3,5,723,67,3,25,7,yes,no
91,4,1,724,87,7,25,5,no,no
91,4,2,724,80,5,30,9,yes,no
91,4,3,724,89,5,30,5,no,no
91,4,4,724,11,5,20,7,yes,yes
91,4,5,724,37,3,20,7,no,yes
91,5,1,725,51,7,25,9,no,yes
91,5,2,725,45,7,30,7,no,yes
91,5,3,725,26,5,30,9,yes,yes
91,5,4,725,12,7,20,7,yes,yes
91,5,5,725,17,5,30,7,yes,yes
91,6,1,726,33,7,25,5,no,yes
91,6,2,726,43,3,30,7,no,yes
91,6,3,726,66,7,20,7,yes,no
91,6,4,726,63,7,30,5,yes,no
91,6,5,726,21,7,20,9,yes,yes
91,7,1,727,69,7,25,7,yes,no
91,7,2,727,104,5,25,9,no,no
91,7,3,727,107,5,30,9,no,no
91,7,4,727,24,7,25,9,yes,yes
91,7,5,727,19,3,20,9,yes,yes
91,8,1,728,98,5,30,7,no,no
91,8,2,728,18,7,30,7,yes,yes
91,8,3,728,33,7,25,5,no,yes
91,8,4,728,23,5,25,9,yes,yes
91,8,5,728,74,5,20,9,yes,no
92,1,1,729,49,3,25,9,no,yes
92,1,2,729,19,3,20,9,yes,yes
92,1,3,729,53,5,30,9,no,yes
92,1,4,729,104,5,25,9,no,no
92,1,5,729,34,3,30,5,no,yes
92,2,1,730,31,3,25,5,no,yes
92,2,2,730,89,5,30,5,no,no
92,2,3,730,63,7,30,5,yes,no
92,2,4,730,2,5,20,5,yes,yes
92,2,5,730,64,3,20,7,yes,no
92,3,1,731,77,5,25,9,yes,no
92,3,2,731,1,3,20,5,yes,yes
92,3,3,731,62,5,30,5,yes,no
92,3,4,731,88,3,30,5,no,no
92,3,5,731,78,7,25,9,yes,no
92,4,1,732,42,7,25,7,no,yes
92,4,2,732,94,3,25,7,no,no
92,4,3,732,64,3,20,7,yes,no
92,4,4,732,67,3,25,7,yes,no
92,4,5,732,44,5,30,7,no,yes
92,5,1,733,103,3,25,9,no,no
92,5,2,733,48,7,20,9,no,yes
92,5,3,733,14,5,25,7,yes,yes
92,5,4,733,12,7,20,7,yes,yes
92,5,5,733,15,7,25,7,yes,yes
92,6,1,734,45,7,30,7,no,yes
92,6,2,734,8,5,30,5,yes,yes
92,6,3,734,2,5,20,5,yes,yes
92,6,4,734,41,5,25,7,no,yes
92,6,5,734,108,7,30,9,no,no
92,7,1,735,40,3,25,7,no,yes
92,7,2,735,100,3,20,9,no,no
92,7,3,735,108,7,30,9,no,no
92,7,4,735,18,7,30,7,yes,yes
92,7,5,735,3,7,20,5,yes,yes
92,8,1,736,1,3,20,5,yes,yes
92,8,2,736,97,3,30,7,no,no
92,8,3,736,6,7,25,5,yes,yes
92,8,4,736,98,5,30,7,no,no
92,8,5,736,7,3,30,5,yes,yes
93,1,1,737,58,3,25,5,yes,no
93,1,2,737,10,3,20,7,yes,yes
93,1,3,737,37,3,20,7,no,yes
93,1,4,737,52,3,30,9,no,yes
93,1,5,737,79,3,30,9,yes,no
93,2,1,738,91,3,20,7,no,no
93,2,2,738,79,3,30,9,yes,no
93,2,3,738,78,7,25,9,yes,no
93,2,4,738,76,3,25,9,yes,no
93,2,5,738,96,7,25,7,no,no
93,3,1,739,35,5,30,5,no,yes
93,3,2,739,83,5,20,5,no,no
93,3,3,739,9,7,30,5,yes,yes
93,3,4,739,53,5,30,9,no,yes
93,3,5,739,75,7,20,9,yes,no
93,4,1,740,29,5,20,5,no,yes
93,4,2,740,32,5,25,5,no,yes
93,4,3,740,53,5,30,9,no,yes
93,4,4,740,74,5,20,9,yes,no
93,4,5,740,30,7,20,5,no,yes
93,5,1,741,14,5,25,7,yes,yes
93,5,2,741,13,3,25,7,yes,yes
93,5,3,741,87,7,25,5,no,no
93,5,4,741,60,7,25,5,yes,no
93,5,5,741,76,3,25,9,yes,no
93,6,1,742,12,7,20,7,yes,yes
93,6,2,742,90,7,30,5,no,no
93,6,3,742,43,3,30,7,no,yes
93,6,4,742,41,5,25,7,no,yes
93,6,5,742,31,3,25,5,no,yes
93,7,1,743,98,5,30,7,no,no
93,7,2,743,44,5,30,7,no,yes
93,7,3,743,31,3,25,5,no,yes
93,7,4,743,37,3,20,7,no,yes
93,7,5,743,61,3,30,5,yes,no
93,8,1,744,77,5,25,9,yes,no
93,8,2,744,84,7,20,5,no,no
93,8,3,744,106,3,30,9,no,no
93,8,4,744,25,3,30,9,yes,yes
93,8,5,744,95,5,25,7,no,no
94,1,1,745,34,3,30,5,no,yes
94,1,2,745,9,7,30,5,yes,yes
94,1,3,745,7,3,30,5,yes,yes
94,1,4,745,105,7,25,9,no,no
94,1,5,745,71,5,30,7,yes,no
94,2,1,746,84,7,20,5,no,no
94,2,2,746,57,7,20,5,yes,no
94,2,3,746,41,5,25,7,no,yes
94,2,4,746,92,5,20,7,no,no
94,2,5,746,36,7,30,5,no,yes
94,3,1,747,105,7,25,9,no,no
94,3,2,747,66,7,20,7,yes,no
94,3,3,747,46,3,20,9,no,yes
94,3,4,747,76,3,25,9,yes,no
94,3,5,747,68,5,25,7,yes,no
94,4,1,748,19,3,20,9,yes,yes
94,4,2,748,43,3,30,7,no,yes
94,4,3,748,21,7,20,9,yes,yes
94,4,4,748,72,7,30,7,yes,no
94,4,5,748,98,5,30,7,no,no
94,5,1,749,42,7,25,7,no,yes
94,5,2,749,105,7,25,9,no,no
94,5,3,749,84,7,20,5,no,no
94,5,4,749,101,5,20,9,no,no
94,5,5,749,108,7,30,9,no,no
94,6,1,750,84,7,20,5,no,no
94,6,2,750,47,5,20,9,no,yes
94,6,3,750,99,7,30,7,no,no
94,6,4,750,25,3,30,9,yes,yes
94,6,5,750,23,5,25,9,yes,yes
94,7,1,751,102,7,20,9,no,no
94,7,2,751,82,3,20,5,no,no
94,7,3,751,21,7,20,9,yes,yes
94,7,4,751,54,7,30,9,no,yes
94,7,5,751,90,7,30,5,no,no
94,8,1,752,77,5,25,9,yes,no
94,8,2,752,69,7,25,7,yes,no
94,8,3,752,37,3,20,7,no,yes
94,8,4,752,106,3,30,9,no,no
94,8,5,752,76,3,25,9,yes,no
95,1,1,753,18,7,30,7,yes,yes
95,1,2,753,106,3,30,9,no,no
95,1,3,753,83,5,20,5,no,no
95,1,4,753,58,3,25,5,yes,no
95,1,5,753,70,3,30,7,yes,no
95,2,1,754,72,7,30,7,yes,no
95,2,2,754,62,5,30,5,yes,no
95,2,3,754,57,7,20,5,yes,no
95,2,4,754,53,5,30,9,no,yes
95,2,5,754,102,7,20,9,no,no
95,3,1,755,73,3,20,9,yes,no
95,3,2,755,23,5,25,9,yes,yes
95,3,3,755,101,5,20,9,no,no
95,3,4,755,90,7,30,5,no,no
95,3,5,755,100,3,20,9,no,no
95,4,1,756,107,5,30,9,no,no
95,4,2,756,69,7,25,7,yes,no
95,4,3,756,99,7,30,7,no,no
95,4,4,756,57,7,20,5,yes,no
95,4,5,756,95,5,25,7,no,no
95,5,1,757,12,7,20,7,yes,yes
95,5,2,757,61,3,30,5,yes,no
95,5,3,757,60,7,25,5,yes,no
95,5,4,757,39,7,20,7,no,yes
95,5,5,757,80,5,30,9,yes,no
95,6,1,758,7,3,30,5,yes,yes
95,6,2,758,31,3,25,5,no,yes
95,6,3,758,11,5,20,7,yes,yes
95,6,4,758,85,3,25,5,no,no
95,6,5,758,81,7,30,9,yes,no
95,7,1,759,83,5,20,5,no,no
95,7,2,759,77,5,25,9,yes,no
95,7,3,759,39,7,20,7,no,yes
95,7,4,759,56,5,20,5,yes,no
95,7,5,759,20,5,20,9,yes,yes
95,8,1,760,40,3,25,7,no,yes
95,8,2,760,21,7,20,9,yes,yes
95,8,3,760,48,7,20,9,no,yes
95,8,4,760,64,3,20,7,yes,no
95,8,5,760,77,5,25,9,yes,no
96,1,1,761,40,3,25,7,no,yes
96,1,2,761,107,5,30,9,no,no
96,1,3,761,73,3,20,9,yes,no
96,1,4,761,104,5,25,9,no,no
96,1,5,761,4,3,25,5,yes,yes
96,2,1,762,99,7,30,7,no,no
96,2,2,762,86,5,25,5,no,no
96,2,3,762,100,3,20,9,no,no
96,2,4,762,22,3,25,9,yes,yes
96,2,5,762,59,5,25,5,yes,no
96,3,1,763,17,5,30,7,yes,yes
96,3,2,763,63,7,30,5,yes,no
96,3,3,763,47,5,20,9,no,yes
96,3,4,763,87,7,25,5,no,no
96,3,5,763,54,7,30,9,no,yes
96,4,1,764,47,5,20,9,no,yes
96,4,2,764,66,7,20,7,yes,no
96,4,3,764,57,7,20,5,yes,no
96,4,4,764,38,5,20,7,no,yes
96,4,5,764,35,5,30,5,no,yes
96,5,1,765,10,3,20,7,yes,yes
96,5,2,765,51,7,25,9,no,yes
96,5,3,765,104,5,25,9,no,no
96,5,4,765,2,5,20,5,yes,yes
96,5,5,765,30,7,20,5,no,yes
96,6,1,766,82,3,20,5,no,no
96,6,2,766,72,7,30,7,yes,no
96,6,3,766,93,7,20,7,no,no
96,6,4,766,104,5,25,9,no,no
96,6,5,766,33,7,25,5,no,yes
96,7,1,767,14,5,25,7,yes,yes
96,7,2,767,45,7,30,7,no,yes
96,7,3,767,31,3,25,5,no,yes
96,7,4,767,80,5,30,9,yes,no
96,7,5,767,74,5,20,9,yes,no
96,8,1,768,71,5,30,7,yes,no
96,8,2,768,4,3,25,5,yes,yes
96,8,3,768,46,3,20,9,no,yes
96,8,4,768,12,7,20,7,yes,yes
96,8,5,768,55,3,20,5,yes,no
97,1,1,769,82,3,20,5,no,no
97,1,2,769,100,3,20,9,no,no
97,1,3,769,2,5,20,5,yes,yes
97,1,4,769,105,7,25,9,no,no
97,1,5,769,106,3,30,9,no,no
97,2,1,770,45,7,30,7,no,yes
97,2,2,770,103,3,25,9,no,no
97,2,3,770,75,7,20,9,yes,no
97,2,4,770,2,5,20,5,yes,yes
97,2,5,770,85,3,25,5,no,no
97,3,1,771,36,7,30,5,no,yes
97,3,2,771,56,5,20,5,yes,no
97,3,3,771,83,5,20,5,no,no
97,3,4,771,39,7,20,7,no,yes
97,3,5,771,5,5,25,5,yes,yes
97,4,1,772,62,5,30,5,yes,no
97,4,2,772,107,5,30,9,no,no
97,4,3,772,13,3,25,7,yes,yes
97,4,4,772,108,7,30,9,no,no
97,4,5,772,30,7,20,5,no,yes
97,5,1,773,99,7,30,7,no,no
97,5,2,773,24,7,25,9,yes,yes
97,5,3,773,15,7,25,7,yes,yes
97,5,4,773,75,7,20,9,yes,no
97,5,5,773,18,7,30,7,yes,yes
97,6,1,774,91,3,20,7,no,no
97,6,2,774,2,5,20,5,yes,yes
97,6,3,774,20,5,20,9,yes,yes
97,6,4,774,66,7,20,7,yes,no
97,6,5,774,100,3,20,9,no,no
97,7,1,775,46,3,20,9,no,yes
97,7,2,775,72,7,30,7,yes,no
97,7,3,775,38,5,20,7,no,yes
97,7,4,775,7,3,30,5,yes,yes
97,7,5,775,108,7,30,9,no,no
97,8,1,776,34,3,30,5,no,yes
97,8,2,776,21,7,20,9,yes,yes
97,8,3,776,15,7,25,7,yes,yes
97,8,4,776,64,3,20,7,yes,no
97,8,5,776,87,7,25,5,no,no
98,1,1,777,43,3,30,7,no,yes
98,1,2,777,37,3,20,7,no,yes
98,1,3,777,104,5,25,9,no,no
98,1,4,777,58,3,25,5,yes,no
98,1,5,777,98,5,30,7,no,no
98,2,1,778,97,3,30,7,no,no
98,2,2,778,3,7,20,5,yes,yes
98,2,3,778,38,5,20,7,no,yes
98,2,4,778,31,3,25,5,no,yes
98,2,5,778,83,5,20,5,no,no
98,3,1,779,108,7,30,9,no,no
98,3,2,779,97,3,30,7,no,no
98,3,3,779,26,5,30,9,yes,yes
98,3,4,779,102,7,20,9,no,no
98,3,5,779,78,7,25,9,yes,no
98,4,1,780,89,5,30,5,no,no
98,4,2,780,69,7,25,7,yes,no
98,4,3,780,38,5,20,7,no,yes
98,4,4,780,21,7,20,9,yes,yes
98,4,5,780,83,5,20,5,no,no
98,5,1,781,34,3,30,5,no,yes
98,5,2,781,75,7,20,9,yes,no
98,5,3,781,54,7,30,9,no,yes
98,5,4,781,20,5,20,9,yes,yes
98,5,5,781,82,3,20,5,no,no
98,6,1,782,27,7,30,9,yes,yes
98,6,2,782,89,5,30,5,no,no
98,6,3,782,62,5,30,5,yes,no
98,6,4,782,17,5,30,7,yes,yes
98,6,5,782,25,3,30,9,yes,yes
98,7,1,783,70,3,30,7,yes,no
98,7,2,783,68,5,25,7,yes,no
98,7,3,783,5,5,25,5,yes,yes
98,7,4,783,74,5,20,9,yes,no
98,7,5,783,91,3,20,7,no,no
98,8,1,784,50,5,25,9,no,yes
98,8,2,784,35,5,30,5,no,yes
98,8,3,784,100,3,20,9,no,no
98,8,4,784,32,5,25,5,no,yes
98,8,5,784,54,7,30,9,no,yes
99,1,1,785,56,5,20,5,yes,no
99,1,2,785,9,7,30,5,yes,yes
99,1,3,785,73,3,20,9,yes,no
99,1,4,785,107,5,30,9,no,no
99,1,5,785,35,5,30,5,no,yes
99,2,1,786,67,3,25,7,yes,no
99,2,2,786,25,3,30,9,yes,yes
99,2,3,786,45,7,30,7,no,yes
99,2,4,786,108,7,30,9,no,no
99,2,5,786,94,3,25,7,no,no
99,3,1,787,5,5,25,5,yes,yes
99,3,2,787,87,7,25,5,no,no
99,3,3,787,34,3,30,5,no,yes
99,3,4,787,82,3,20,5,no,no
99,3,5,787,90,7,30,5,no,no
99,4,1,788,20,5,20,9,yes,yes
99,4,2,788,53,5,30,9,no,yes
99,4,3,788,37,3,20,7,no,yes
99,4,4,788,81,7,30,9,yes,no
99,4,5,788,35,5,30,5,no,yes
99,5,1,789,16,3,30,7,yes,yes
99,5,2,789,6,7,25,5,yes,yes
99,5,3,789,54,7,30,9,no,yes
99,5,4,789,77,5,25,9,yes,no
99,5,5,789,108,7,30,9,no,no
99,6,1,790,101,5,20,9,no,no
99,6,2,790,4,3,25,5,yes,yes
99,6,3,790,86,5,25,5,no,no
99,6,4,790,22,3,25,9,yes,yes
99,6,5,790,35,5,30,5,no,yes
99,7,1,791,86,5,25,5,no,no
99,7,2,791,44,5,30,7,no,yes
99,7,3,791,62,5,30,5,yes,no
99,7,4,791,71,5,30,7,yes,no
99,7,5,791,47,5,20,9,no,yes
99,8,1,792,39,7,20,7,no,yes
99,8,2,792,40,3,25,7,no,yes
99,8,3,792,6,7,25,5,yes,yes
99,8,4,792,18,7,30,7,yes,yes
99,8,5,792,33,7,25,5,no,yes
100,1,1,793,71,5,30,7,yes,no
100,1,2,793,38,5,20,7,no,yes
100,1,3,793,35,5,30,5,no,yes
100,1,4,793,95,5,25,7,no,no
100,1,5,793,48,7,20,9,no,yes
100,2,1,794,103,3,25,9,no,no
100,2,2,794,86,5,25,5,no,no
100,2,3,794,8,5,30,5,yes,yes
100,2,4,794,29,5,20,5,no,yes
100,2,5,794,84,7,20,5,no,no
100,3,1,795,79,3,30,9,yes,no
100,3,2,795,44,5,30,7,no,yes
100,3,3,795,61,3,30,5,yes,no
100,3,4,795,102,7,20,9,no,no
100,3,5,795,62,5,30,5,yes,no
100,4,1,796,94,3,25,7,no,no
100,4,2,796,91,3,20,7,no,no
100,4,3,796,73,3,20,9,yes,no
100,4,4,796,74,5,20,9,yes,no
100,4,5,796,22,3,25,9,yes,yes
100,5,1,797,76,3,25,9,yes,no
100,5,2,797,46,3,20,9,no,yes
100,5,3,797,17,5,30,7,yes,yes
100,5,4,797,1,3,20,5,yes,yes
100,5,5,797,26,5,30,9,yes,yes
100,6,1,798,2,5,20,5,yes,yes
100,6,2,798,36,7,30,5,no,yes
100,6,3,798,62,5,30,5,yes,no
100,6,4,798,106,3,30,9,no,no
100,6,5,798,18,7,30,7,yes,yes
100,7,1,799,40,3,25,7,no,yes
100,7,2,799,45,7,30,7,no,yes
100,7,3,799,4,3,25,5,yes,yes
100,7,4,799,95,5,25,7,no,no
100,7,5,799,5,5,25,5,yes,yes
100,8,1,800,58,3,25,5,yes,no
100,8,2,800,25,3,30,9,yes,yes
100,8,3,800,31,3,25,5,no,yes
100,8,4,800,66,7,20,7,yes,no
100,8,5,800,37,3,20,7,no,yes
101,1,1,801,38,5,20,7,no,yes
101,1,2,801,10,3,20,7,yes,yes
101,1,3,801,15,7,25,7,yes,yes
101,1,4,801,47,5,20,9,no,yes
101,1,5,801,95,5,25,7,no,no
101,2,1,802,51,7,25,9,no,yes
101,2,2,802,25,3,30,9,yes,yes
101,2,3,802,24,7,25,9,yes,yes
101,2,4,802,101,5,20,9,no,no
101,2,5,802,69,7,25,7,yes,no
101,3,1,803,9,7,30,5,yes,yes
101,3,2,803,7,3,30,5,yes,yes
101,3,3,803,2,5,20,5,yes,yes
101,3,4,803,36,7,30,5,no,yes
101,3,5,803,100,3,20,9,no,no
101,4,1,804,15,7,25,7,yes,yes
101,4,2,804,78,7,25,9,yes,no
101,4,3,804,23,5,25,9,yes,yes
101,4,4,804,27,7,30,9,yes,yes
101,4,5,804,35,5,30,5,no,yes
101,5,1,805,63,7,30,5,yes,no
101,5,2,805,61,3,30,5,yes,no
101,5,3,805,20,5,20,9,yes,yes
101,5,4,805,101,5,20,9,no,no
101,5,5,805,58,3,25,5,yes,no
101,6,1,806,4,3,25,5,yes,yes
101,6,2,806,83,5,20,5,no,no
101,6,3,806,78,7,25,9,yes,no
101,6,4,806,72,7,30,7,yes,no
101,6,5,806,96,7,25,7,no,no
101,7,1,807,22,3,25,9,yes,yes
101,7,2,807,77,5,25,9,yes,no
101,7,3,807,49,3,25,9,no,yes
101,7,4,807,88,3,30,5,no,no
101,7,5,807,31,3,25,5,no,yes
101,8,1,808,106,3,30,9,no,no
101,8,2,808,11,5,20,7,yes,yes
101,8,3,808,41,5,25,7,no,yes
101,8,4,808,33,7,25,5,no,yes
101,8,5,808,19,3,20,9,yes,yes
102,1,1,809,99,7,30,7,no,no
102,1,2,809,24,7,25,9,yes,yes
102,1,3,809,10,3,20,7,yes,yes
102,1,4,809,4,3,25,5,yes,yes
102,1,5,809,62,5,30,5,yes,no
102,2,1,810,68,5,25,7,yes,no
102,2,2,810,108,7,30,9,no,no
102,2,3,810,107,5,30,9,no,no
102,2,4,810,27,7,30,9,yes,yes
102,2,5,810,14,5,25,7,yes,yes
102,3,1,811,45,7,30,7,no,yes
102,3,2,811,1,3,20,5,yes,yes
102,3,3,811,31,3,25,5,no,yes
102,3,4,811,4,3,25,5,yes,yes
102,3,5,811,83,5,20,5,no,no
102,4,1,812,60,7,25,5,yes,no
102,4,2,812,26,5,30,9,yes,yes
102,4,3,812,89,5,30,5,no,no
102,4,4,812,99,7,30,7,no,no
102,4,5,812,85,3,25,5,no,no
102,5,1,813,96,7,25,7,no,no
102,5,2,813,18,7,30,7,yes,yes
102,5,3,813,17,5,30,7,yes,yes
102,5,4,813,13,3,25,7,yes,yes
102,5,5,813,55,3,20,5,yes,no
102,6,1,814,35,5,30,5,no,yes
102,6,2,814,105,7,25,9,no,no
102,6,3,814,80,5,30,9,yes,no
102,6,4,814,9,7,30,5,yes,yes
102,6,5,814,39,7,20,7,no,yes
102,7,1,815,95,5,25,7,no,no
102,7,2,815,8,5,30,5,yes,yes
102,7,3,815,65,5,20,7,yes,no
102,7,4,815,5,5,25,5,yes,yes
102,7,5,815,101,5,20,9,no,no
102,8,1,816,106,3,30,9,no,no
102,8,2,816,67,3,25,7,yes,no
102,8,3,816,10,3,20,7,yes,yes
102,8,4,816,33,7,25,5,no,yes
102,8,5,816,9,7,30,5,yes,yes
103,1,1,817,18,7,30,7,yes,yes
103,1,2,817,59,5,25,5,yes,no
103,1,3,817,83,5,20,5,no,no
103,1,4,817,106,3,30,9,no,no
103,1,5,817,64,3,20,7,yes,no
103,2,1,818,13,3,25,7,yes,yes
103,2,2,818,104,5,25,9,no,no
103,2,3,818,1,3,20,5,yes,yes
103,2,4,818,36,7,30,5,no,yes
103,2,5,818,81,7,30,9,yes,no
103,3,1,819,51,7,25,9,no,yes
103,3,2,819,24,7,25,9,yes,yes
103,3,3,819,19,3,20,9,yes,yes
103,3,4,819,63,7,30,5,yes,no
103,3,5,819,59,5,25,5,yes,no
103,4,1,820,65,5,20,7,yes,no
103,4,2,820,95,5,25,7,no,no
103,4,3,820,85,3,25,5,no,no
103,4,4,820,68,5,25,7,yes,no
103,4,5,820,98,5,30,7,no,no
103,5,1,821,39,7,20,7,no,yes
103,5,2,821,87,7,25,5,no,no
103,5,3,821,100,3,20,9,no,no
103,5,4,821,99,7,30,7,no,no
103,5,5,821,102,7,20,9,no,no
103,6,1,822,15,7,25,7,yes,yes
103,6,2,822,41,5,25,7,no,yes
103,6,3,822,69,7,25,7,yes,no
103,6,4,822,1,3,20,5,yes,yes
103,6,5,822,88,3,30,5,no,no
103,7,1,823,44,5,30,7,no,yes
103,7,2,823,85,3,25,5,no,no
103,7,3,823,27,7,30,9,yes,yes
103,7,4,823,107,5,30,9,no,no
103,7,5,823,41,5,25,7,no,yes
103,8,1,824,52,3,30,9,no,yes
103,8,2,824,87,7,25,5,no,no
103,8,3,824,41,5,25,7,no,yes
103,8,4,824,14,5,25,7,yes,yes
103,8,5,824,77,5,25,9,yes,no
104,1,1,825,61,3,30,5,yes,no
104,1,2,825,85,3,25,5,no,no
104,1,3,825,4,3,25,5,yes,yes
104,1,4,825,102,7,20,9,no,no
104,1,5,825,101,5,20,9,no,no
104,2,1,826,43,3,30,7,no,yes
104,2,2,826,108,7,30,9,no,no
104,2,3,826,3,7,20,5,yes,yes
104,2,4,826,40,3,25,7,no,yes
104,2,5,826,89,5,30,5,no,no
104,3,1,827,14,5,25,7,yes,yes
104,3,2,827,38,5,20,7,no,yes
104,3,3,827,60,7,25,5,yes,no
104,3,4,827,15,7,25,7,yes,yes
104,3,5,827,10,3,20,7,yes,yes
104,4,1,828,27,7,30,9,yes,yes
104,4,2,828,43,3,30,7,no,yes
104,4,3,828,57,7,20,5,yes,no
104,4,4,828,87,7,25,5,no,no
104,4,5,828,79,3,30,9,yes,no
104,5,1,829,10,3,20,7,yes,yes
104,5,2,829,60,7,25,5,yes,no
104,5,3,829,39,7,20,7,no,yes
104,5,4,829,37,3,20,7,no,yes
104,5,5,829,11,5,20,7,yes,yes
104,6,1,830,19,3,20,9,yes,yes
104,6,2,830,11,5,20,7,yes,yes
104,6,3,830,45,7,30,7,no,yes
104,6,4,830,13,3,25,7,yes,yes
104,6,5,830,102,7,20,9,no,no
104,7,1,831,42,7,25,7,no,yes
104,7,2,831,27,7,30,9,yes,yes
104,7,3,831,6,7,25,5,yes,yes
104,7,4,831,75,7,20,9,yes,no
104,7,5,831,74,5,20,9,yes,no
104,8,1,832,4,3,25,5,yes,yes
104,8,2,832,82,3,20,5,no,no
104,8,3,832,43,3,30,7,no,yes
104,8,4,832,12,7,20,7,yes,yes
104,8,5,832,102,7,20,9,no,no
105,1,1,833,51,7,25,9,no,yes
105,1,2,833,64,3,20,7,yes,no
105,1,3,833,38,5,20,7,no,yes
105,1,4,833,11,5,20,7,yes,yes
105,1,5,833,40,3,25,7,no,yes
105,2,1,834,104,5,25,9,no,no
105,2,2,834,12,7,20,7,yes,yes
105,2,3,834,6,7,25,5,yes,yes
105,2,4,834,10,3,20,7,yes,yes
105,2,5,834,54,7,30,9,no,yes
105,3,1,835,53,5,30,9,no,yes
105,3,2,835,25,3,30,9,yes,yes
105,3,3,835,82,3,20,5,no,no
105,3,4,835,35,5,30,5,no,yes
105,3,5,835,42,7,25,7,no,yes
105,4,1,836,12,7,20,7,yes,yes
105,4,2,836,36,7,30,5,no,yes
105,4,3,836,34,3,30,5,no,yes
105,4,4,836,22,3,25,9,yes,yes
105,4,5,836,54,7,30,9,no,yes
105,5,1,837,83,5,20,5,no,no
105,5,2,837,97,3,30,7,no,no
105,5,3,837,3,7,20,5,yes,yes
105,5,4,837,47,5,20,9,no,yes
105,5,5,837,19,3,20,9,yes,yes
105,6,1,838,30,7,20,5,no,yes
105,6,2,838,37,3,20,7,no,yes
105,6,3,838,1,3,20,5,yes,yes
105,6,4,838,99,7,30,7,no,no
105,6,5,838,2,5,20,5,yes,yes
105,7,1,839,42,7,25,7,no,yes
105,7,2,839,26,5,30,9,yes,yes
105,7,3,839,6,7,25,5,yes,yes
105,7,4,839,17,5,30,7,yes,yes
105,7,5,839,39,7,20,7,no,yes
105,8,1,840,56,5,20,5,yes,no
105,8,2,840,62,5,30,5,yes,no
105,8,3,840,70,3,30,7,yes,no
105,8,4,840,40,3,25,7,no,yes
105,8,5,840,42,7,25,7,no,yes
106,1,1,841,33,7,25,5,no,yes
106,1,2,841,36,7,30,5,no,yes
106,1,3,841,34,3,30,5,no,yes
106,1,4,841,49,3,25,9,no,yes
106,1,5,841,63,7,30,5,yes,no
106,2,1,842,76,3,25,9,yes,no
106,2,2,842,66,7,20,7,yes,no
106,2,3,842,53,5,30,9,no,yes
106,2,4,842,72,7,30,7,yes,no
106,2,5,842,98,5,30,7,no,no
106,3,1,843,82,3,20,5,no,no
106,3,2,843,37,3,20,7,no,yes
106,3,3,843,40,3,25,7,no,yes
106,3,4,843,27,7,30,9,yes,yes
106,3,5,843,105,7,25,9,no,no
106,4,1,844,60,7,25,5,yes,no
106,4,2,844,5,5,25,5,yes,yes
106,4,3,844,100,3,20,9,no,no
106,4,4,844,64,3,20,7,yes,no
106,4,5,844,46,3,20,9,no,yes
106,5,1,845,25,3,30,9,yes,yes
106,5,2,845,72,7,30,7,yes,no
106,5,3,845,2,5,20,5,yes,yes
106,5,4,845,45,7,30,7,no,yes
106,5,5,845,79,3,30,9,yes,no
106,6,1,846,34,3,30,5,no,yes
106,6,2,846,63,7,30,5,yes,no
106,6,3,846,20,5,20,9,yes,yes
106,6,4,846,64,3,20,7,yes,no
106,6,5,846,5,5,25,5,yes,yes
106,7,1,847,73,3,20,9,yes,no
106,7,2,847,57,7,20,5,yes,no
106,7,3,847,35,5,30,5,no,yes
106,7,4,847,49,3,25,9,no,yes
106,7,5,847,9,7,30,5,yes,yes
106,8,1,848,86,5,25,5,no,no
106,8,2,848,5,5,25,5,yes,yes
106,8,3,848,55,3,20,5,yes,no
106,8,4,848,72,7,30,7,yes,no
106,8,5,848,95,5,25,7,no,no
107,1,1,849,52,3,30,9,no,yes
107,1,2,849,9,7,30,5,yes,yes
107,1,3,849,29,5,20,5,no,yes
